LabelSeiteOrganisation;LabelSeiteSeite;LabelSeiteDatum;LabelSeiteSeiten;t1;T2;T21;T31;T22;T32;T23;T33;T24;T34;T25;T35;T16;T26;T36;T17;T27;T37;T18;T28;T38;T19;T29;T39;T20;T30;T40;TH1;TH11;TH21;TH31;TH2;TH12;TH22;TH32;TH3;TH13;TH23;TH33;TH4;TH14;TH24;TH34;TH5;TH15;TH25;TH35;TH6;TH16;TH26;TH36;TH7;TH17;TH27;TH37;TH8;TH18;TH28;TH38;TH9;TH19;TH29;TH39;TH10;TH20;TH30;TH40;T3;T4;T5;T6;T7;T8;T9;T10;t11;t12;T13;T14;T15
;;;;1/2024/0076 0;"VEB Fernmeldewerk Nordhausen (RFT)
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Kunststoff;";;"Masse: 0,85 kg
Objektmaß HxBxT: 120 x 220 x 190 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1989;
;;;;1/2024/0076 0;"VEB Fernmeldewerk Nordhausen (RFT)
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Kunststoff;";;"Masse: 0,85 kg
Objektmaß HxBxT: 120 x 220 x 190 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1989;
;;;;1/2024/0076 0;"VEB Fernmeldewerk Nordhausen (RFT)
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Kunststoff;";;"Masse: 0,85 kg
Objektmaß HxBxT: 120 x 220 x 190 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0076-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1989;
;;;;1/2024/0077 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,65 kg
Objektmaß HxBxT: 140 x 100 x 220 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0077 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,65 kg
Objektmaß HxBxT: 140 x 100 x 220 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0077 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,65 kg
Objektmaß HxBxT: 140 x 100 x 220 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0077 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,65 kg
Objektmaß HxBxT: 140 x 100 x 220 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0077 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,65 kg
Objektmaß HxBxT: 140 x 100 x 220 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0077 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,65 kg
Objektmaß HxBxT: 140 x 100 x 220 mm";;;RZ 6.KTD SR 05.F 15.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0077-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0078 0;"Dieter Stroekens
BTS - Broadcasting Television Systems GmbH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß HxBxT: 135 x 480 x 530 mm
Masse: 18,4 kg";;;RZ 5.OG.KTD.SR 07.F 02.B 04.;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";um 1998;
;;;;1/2024/0078 0;"Dieter Stroekens
BTS - Broadcasting Television Systems GmbH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß HxBxT: 135 x 480 x 530 mm
Masse: 18,4 kg";;;RZ 5.OG.KTD.SR 07.F 02.B 04.;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";um 1998;
;;;;1/2024/0078 0;"Dieter Stroekens
BTS - Broadcasting Television Systems GmbH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß HxBxT: 135 x 480 x 530 mm
Masse: 18,4 kg";;;RZ 5.OG.KTD.SR 07.F 02.B 04.;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";um 1998;
;;;;1/2024/0078 0;"Dieter Stroekens
BTS - Broadcasting Television Systems GmbH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß HxBxT: 135 x 480 x 530 mm
Masse: 18,4 kg";;;RZ 5.OG.KTD.SR 07.F 02.B 04.;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0078-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";um 1998;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0153 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Metall;";;"Objektmaß LxBxH: 160 x 210 x 175 mm
Masse: 2,9 kg";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0153-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";Herstellungsjahr, 1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0154 0;"unbekannt
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 0,75 kg
Objektmaß HxBxT: 60 x 140 x 140 mm";;;RZ 6.KTD SR 05.F 18.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0154-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0156 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,65 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0156 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,65 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0156 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,65 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0156 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,65 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0156 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,65 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0156 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,65 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0156-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0157 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 4,5 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0157 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 4,5 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0157 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 4,5 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0157 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 4,5 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
;;;;1/2024/0157 0;"Siemens & Halske AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 4,5 kg
Objektmaß HxBxT: 110 x 230 x 280 mm";;;RZ 6.KTD SR 05.F 14.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2024\1-2024-0157-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1960er Jahre;
