LabelSeiteOrganisation;LabelSeiteSeite;LabelSeiteDatum;LabelSeiteSeiten;t1;T2;T21;T31;T22;T32;T23;T33;T24;T34;T25;T35;T16;T26;T36;T17;T27;T37;T18;T28;T38;T19;T29;T39;T20;T30;T40;TH1;TH11;TH21;TH31;TH2;TH12;TH22;TH32;TH3;TH13;TH23;TH33;TH4;TH14;TH24;TH34;TH5;TH15;TH25;TH35;TH6;TH16;TH26;TH36;TH7;TH17;TH27;TH37;TH8;TH18;TH28;TH38;TH9;TH19;TH29;TH39;TH10;TH20;TH30;TH40;T3;T4;T5;T6;T7;T8;T9;T10;t11;t12;T13;T14;T15
;;;;1/2025/0334 0;"AEG Deutsche Werke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,95 kg
Objektmaß LxBxH: 320 x 225 x 150 mm";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-101.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-102.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1929 - 1930;
;;;;1/2025/0334 0;"AEG Deutsche Werke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,95 kg
Objektmaß LxBxH: 320 x 225 x 150 mm";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-101.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-102.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1929 - 1930;
;;;;1/2025/0334 0;"AEG Deutsche Werke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,95 kg
Objektmaß LxBxH: 320 x 225 x 150 mm";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-101.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-102.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1929 - 1930;
;;;;1/2025/0334 0;"AEG Deutsche Werke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 3,95 kg
Objektmaß LxBxH: 320 x 225 x 150 mm";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-101.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0334-000-102.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1929 - 1930;
;;;;1/2025/0335 0;"AEG Deutsche Werke AG
Renate Bauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 335 x 330 x 220 mm
Masse: 9,2 kg";;;RZ 6.KTD.SR 16.F 45.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-103.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-104.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-105.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1930 - 1931;
;;;;1/2025/0335 0;"AEG Deutsche Werke AG
Renate Bauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 335 x 330 x 220 mm
Masse: 9,2 kg";;;RZ 6.KTD.SR 16.F 45.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-103.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-104.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-105.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1930 - 1931;
;;;;1/2025/0335 0;"AEG Deutsche Werke AG
Renate Bauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 335 x 330 x 220 mm
Masse: 9,2 kg";;;RZ 6.KTD.SR 16.F 45.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-103.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-104.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-105.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1930 - 1931;
;;;;1/2025/0335 0;"AEG Deutsche Werke AG
Renate Bauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 335 x 330 x 220 mm
Masse: 9,2 kg";;;RZ 6.KTD.SR 16.F 45.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-103.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-104.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-105.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1930 - 1931;
;;;;1/2025/0335 0;"AEG Deutsche Werke AG
Renate Bauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 335 x 330 x 220 mm
Masse: 9,2 kg";;;RZ 6.KTD.SR 16.F 45.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-103.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-104.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-105.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1930 - 1931;
;;;;1/2025/0335 0;"AEG Deutsche Werke AG
Renate Bauch";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 335 x 330 x 220 mm
Masse: 9,2 kg";;;RZ 6.KTD.SR 16.F 45.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-103.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-104.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0335-000-105.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1930 - 1931;
;;;;1/2025/0336 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RZ 6.KTD.SR 16.F 47.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0336-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0336-000-101.JPG";;
;;;;1/2025/0336 0;"Mercedes Büromaschinenwerke AG
unbekannt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RZ 6.KTD.SR 16.F 47.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0336-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0336-000-101.JPG";;
;;;;1/2025/0371 0;AEG-Olympia AG, Wilhelmshaven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 475 x 520 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 49.B 03;;;;;\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0371-000-100.JPG;1975 - 1977;
;;;;1/2025/0372 0;IBM, Sindelfingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 420 x 500 x 270 mm
Masse: 17 kg";;;RZ 6.KTD.SR 16.F 44.B 04;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0372-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0372-000-101.JPG";1965 - 1975;
;;;;1/2025/0372 0;IBM, Sindelfingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 420 x 500 x 270 mm
Masse: 17 kg";;;RZ 6.KTD.SR 16.F 44.B 04;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0372-000-100.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0372-000-101.JPG";1965 - 1975;
;;;;1/2025/0382 0;"IBM, Sindelfingen
Frau A. Pahl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 500 x 430 x 250 mm
Masse: 22,15 kg";;;RZ 6.KTD.SR 16.F 49.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-002.JPG";1966;
;;;;1/2025/0382 0;"IBM, Sindelfingen
Frau A. Pahl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 500 x 430 x 250 mm
Masse: 22,15 kg";;;RZ 6.KTD.SR 16.F 49.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-002.JPG";1966;
;;;;1/2025/0382 0;"IBM, Sindelfingen
Frau A. Pahl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 500 x 430 x 250 mm
Masse: 22,15 kg";;;RZ 6.KTD.SR 16.F 49.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0382-000-002.JPG";1966;
;;;;1/2025/0383 0;Triumph-Adler, TA AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 440 x 525 x 293 mm
Masse: 21,4 kg";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-002.JPG";1958 - 1964;
;;;;1/2025/0383 0;Triumph-Adler, TA AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 440 x 525 x 293 mm
Masse: 21,4 kg";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-002.JPG";1958 - 1964;
;;;;1/2025/0383 0;Triumph-Adler, TA AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 440 x 525 x 293 mm
Masse: 21,4 kg";;;RZ 6.KTD.SR 16.F 47.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0383-000-002.JPG";1958 - 1964;
;;;;1/2025/0384 0;"AEG-Olympia AG, Wilhelmshaven
Olympia-Werke AG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 475 x 520 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 48.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-002.JPG";1975 - 1977;
;;;;1/2025/0384 0;"AEG-Olympia AG, Wilhelmshaven
Olympia-Werke AG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 475 x 520 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 48.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-002.JPG";1975 - 1977;
;;;;1/2025/0384 0;"AEG-Olympia AG, Wilhelmshaven
Olympia-Werke AG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 475 x 520 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 48.B 05;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0384-000-002.JPG";1975 - 1977;
;;;;1/2025/0385 0;"IBM, Sindelfingen
Felicitas Gross";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 500 x 430 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-002.JPG";1950er Jahre;
;;;;1/2025/0385 0;"IBM, Sindelfingen
Felicitas Gross";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 500 x 430 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-002.JPG";1950er Jahre;
;;;;1/2025/0385 0;"IBM, Sindelfingen
Felicitas Gross";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 500 x 430 x 250 mm
Masse: 25 kg";;;RZ 6.KTD.SR 16.F 47.B 02;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0385-000-002.JPG";1950er Jahre;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0390 0;"Allgemeine Elektricitäts-Gesellschaft AEG AG
AEG-Olympia AG, Wilhelmshaven, Nacheis Dokumentation Ordner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Masse: 5,5 kg
Objektmaß LxBxH: 310 x 300 x 150 mm";;;RZ 2.KTD.SR 02.F 09.B 07;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0390-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1918;
;;;;1/2025/0523 0;Bingwerke / Orga AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 250 x 310 x 260 mm
Masse: 12 kg";;;Restaurierungswerkstatt Mittelbau EG;;;;;;1927 - 1929;
;;;;1/2025/0524 0;"Adler-Werke vorm.Heinrich Kleyer AG
Jaschke & Klautzsch, Fachgeschäft für Büro-Bedarf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 310 x 270 x 130 mm
Masse: 4,7 kg";;;Restaurierungswerkstatt Mittelbau EG;;;;;;1927 - 1929;
;;;;1/2025/0603 0;ohne Angaben;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 507 x 430 x 230 mm
Masse: 21,76 kg";;;RZ 6.KTD SR 08.F 11.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";;
;;;;1/2025/0603 0;ohne Angaben;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 507 x 430 x 230 mm
Masse: 21,76 kg";;;RZ 6.KTD SR 08.F 11.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";;
;;;;1/2025/0603 0;ohne Angaben;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 507 x 430 x 230 mm
Masse: 21,76 kg";;;RZ 6.KTD SR 08.F 11.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";;
;;;;1/2025/0603 0;ohne Angaben;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 507 x 430 x 230 mm
Masse: 21,76 kg";;;RZ 6.KTD SR 08.F 11.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";;
;;;;1/2025/0603 0;ohne Angaben;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 507 x 430 x 230 mm
Masse: 21,76 kg";;;RZ 6.KTD SR 08.F 11.B 06;;;;;"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0603-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";;
;;;;1/2025/0759 0;"Ludwig Reischl
Bingwerke / Orga AG
Bernd Lickowski";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Objektmaß LxBxH: 350 x 300 x 240 mm
Masse: 9,05 kg";;;RZ 6.KTD SR 16.F 49.B 06;;;;IFHB SM-Lexikon-1590 zu Schreibmaschine Orga Privat_31.12.2024 (pdf);"\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0759-000-000.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0759-000-001.JPG
\\dtmbgw2\museumplus\Objektbilder\verknüpft\2025\1-2025-0759-000-002.JPG
\\dtmbgw2\museumplus\Objektbilder\ve";1923 - 1953;
